ASTEROID_NUMBER,PROVISIONAL_ID,PROPER_A,PROPER_ECC,SINE_PROPER_INCL,FAMILY_NAME,CLUMP_FLAG,CONFIDENCE_LEVEL
-99999,1984EY,2.36573,0.1002,0.1134,Vesta,F,3
-99999,1984ER1,3.19828,0.1689,0.0325,Themis,F,3
-99999,1984FS,2.64202,0.1547,0.2266,Eunomia,F,3
-99999,1984FU,2.27376,0.1544,0.0961,Flora,F,2
-99999,1984HL1,2.27186,0.2013,0.0369,---,-,9
-99999,1984HO1,2.14859,0.1100,0.0484,---,-,9
-99999,1984HP1,3.18286,0.1401,0.0303,Themis,F,3
-99999,1984HR1,2.59778,0.1580,0.0878,---,-,9
-99999,1984HS1,2.23009,0.1014,0.0364,---,-,9
-99999,1984JA2,3.02085,0.0688,0.1724,Eos,F,3
-99999,1984MR,2.29970,0.1022,0.1273,Vesta,F,1
-99999,1984OA,2.64150,0.1820,0.2620,---,-,9
-99999,1984QJ,3.19475,0.1721,0.0253,Themis,F,3
-99999,1984QQ,2.40776,0.1035,0.1371,---,-,9
-99999,1984QS,3.19020,0.1925,0.0218,Themis,F,3
-99999,1984QU,2.27702,0.2145,0.0895,---,-,9
-99999,1984SA,2.28491,0.1675,0.1203,---,-,9
-99999,1984SH,2.15551,0.1089,0.0409,---,-,9
-99999,1984SU,2.34784,0.2054,0.0529,Nysa,F,1
-99999,1984SA1,2.45428,0.1084,0.1104,Vesta,F,1
-99999,1984SC1,2.56737,0.1504,0.2296,Eunomia,F,3
-99999,1984SG1,2.78164,0.0470,0.0762,Hoffmeister,F,3
-99999,1984SS1,2.27987,0.2385,0.0833,---,-,9
-99999,1984SZ1,2.57792,0.1504,0.0728,---,-,9
-99999,1984SQ2,2.24049,0.1397,0.0834,Flora,F,2
-99999,1984SR2,2.22595,0.1223,0.0869,Flora,F,2
-99999,1984SQ3,2.22590,0.0911,0.0783,---,-,9
-99999,1984SU3,2.64199,0.2667,0.0875,---,-,9
-99999,1984SN4,2.61783,0.1690,0.0383,Misa,F,1
-99999,1984SQ4,3.17352,0.1169,0.2936,---,-,9
-99999,1984SO5,2.68431,0.0878,0.0711,---,-,9
-99999,1984SR5,3.22261,0.1178,0.0944,Hygiea,F,1
-99999,1984SV5,3.03698,0.0606,0.1588,Eos,F,2
-99999,1984SX5,2.32055,0.1053,0.1146,Vesta,F,3
-99999,1984SZ5,2.30388,0.2030,0.1450,---,-,9
-99999,1984SF6,3.19729,0.1420,0.0263,Themis,F,3
-99999,1984SH6,2.48625,0.0745,0.0512,---,-,9
-99999,1984SJ7,2.24048,0.0816,0.1379,---,-,9
-99999,1984TD,3.19385,0.1662,0.0232,Themis,F,3
-99999,1984UT,2.78507,0.2409,0.2807,---,-,9
-99999,1984UW,2.87177,0.2696,0.1181,---,-,9
-99999,1984UX,2.53818,0.2678,0.1168,---,-,9
-99999,1984UC1,2.33973,0.1545,0.0591,---,-,9
-99999,1984UK1,2.43053,0.1493,0.0802,---,-,9
-99999,1984UX1,2.41231,0.1163,0.1104,Vesta,F,1
-99999,1984UX2,2.68300,0.1681,0.2009,Adeona,F,3
-99999,1984UB3,2.98521,0.0657,0.0344,---,-,9
-99999,1984UD3,2.34518,0.0951,0.1195,Vesta,F,3
-99999,1984WM1,2.26788,0.1422,0.1024,Flora,F,2
-99999,1984YY1,2.23519,0.1540,0.0371,---,-,9
-99999,1984YE4,2.35598,0.1427,0.0969,---,-,9
-99999,1985AE,2.37346,0.1115,0.0257,---,-,9
-99999,1985BH,2.25253,0.1179,0.0897,Flora,F,1
-99999,1985CH1,2.30279,0.1597,0.0601,Flora,F,1
-99999,1985CJ1,2.41577,0.1483,0.0553,Nysa,F,1
-99999,1985CM1,2.29696,0.1331,0.0782,---,-,9
-99999,1985CN1,2.29911,0.1442,0.0507,---,-,9
-99999,1985CS1,2.27661,0.2179,0.0852,---,-,9
-99999,1985CV1,3.21933,0.1432,0.0270,Themis,F,3
-99999,1985CZ1,2.34312,0.0905,0.1153,Vesta,F,3
-99999,1985CA2,2.22181,0.1125,0.0867,Flora,F,1
-99999,1985CC2,2.27158,0.0763,0.0596,---,-,9
-99999,1985CE2,2.54769,0.1299,0.0887,---,-,9
-99999,1985CR2,2.26340,0.0943,0.0199,---,-,9
-99999,1985DC1,3.20911,0.1681,0.0185,Themis,F,3
-99999,1985FD,2.66105,0.1696,0.2382,---,-,9
-99999,1985FH,2.47121,0.1839,0.1561,---,-,9
-99999,1985FC2,2.61437,0.1130,0.2223,---,-,9
-99999,1985FE3,2.25709,0.2086,0.1188,---,-,9
-99999,1985GK,2.67950,0.1528,0.2212,Eunomia,F,3
-99999,1985GO,2.24735,0.1327,0.0669,Flora,F,2
-99999,1985GA1,2.22435,0.1485,0.0930,Flora,F,2
-99999,1985HL,2.56562,0.2985,0.1094,---,-,9
-99999,1985JK,2.34845,0.1316,0.0840,---,-,9
-99999,1985JL,2.73940,0.2637,0.1494,Chloris,F,2
-99999,1985JT,3.01207,0.0872,0.1774,Eos,F,3
-99999,1985JY,3.19023,0.1795,0.0407,---,-,9
-99999,1985JN1,2.32269,0.1521,0.0981,---,-,9
-99999,1985JU1,2.19828,0.1171,0.0758,Augusta,F,3
-99999,1985JX1,2.23934,0.0806,0.0565,---,-,9
-99999,1985PE,3.18165,0.2006,0.1866,---,-,9
-99999,1985PL,2.57353,0.1816,0.2277,---,-,9
-99999,1985PO,2.54319,0.0940,0.0508,---,-,9
-99999,1985PQ,2.21316,0.1734,0.0776,---,-,9
-99999,1985PE1,2.16359,0.1615,0.0607,---,-,9
-99999,1985PL1,2.88328,0.0310,0.2092,---,-,9
-99999,1985PC2,3.07634,0.2155,0.0680,---,-,9
-99999,1985PG2,2.43571,0.1512,0.0517,Polana(nysa),F,3
-99999,1985QN,2.76248,0.1111,0.0251,---,-,9
-99999,1985QP,2.18612,0.1246,0.0472,Flora,F,1
-99999,1985QR,3.02330,0.0798,0.1664,Eos,F,3
-99999,1985QA1,2.40605,0.1158,0.1396,---,-,9
-99999,1985QL4,3.20960,0.1173,0.0983,Hygiea,F,1
-99999,1985QH5,2.67834,0.2204,0.0356,---,-,9
-99999,1985QM5,2.93920,0.1144,0.0353,---,-,9
-99999,1985QP5,2.55201,0.0656,0.2454,---,-,9
-99999,1985RD,3.03715,0.1605,0.0324,---,-,9
-99999,1985RG,2.41809,0.1783,0.0229,---,-,9
-99999,1985RH,2.60522,0.1588,0.2493,Eunomia,F,3
-99999,1985RP,2.29305,0.2077,0.1345,---,-,9
-99999,1985RQ,2.52634,0.2367,0.1041,---,-,9
-99999,1985RU,2.56633,0.2827,0.2812,---,-,9
-99999,1985RV,2.41396,0.2273,0.1852,---,-,9
-99999,1985RL1,2.42443,0.1199,0.1816,---,-,9
-99999,1985RS1,2.40217,0.1797,0.0410,Nysa,F,3
-99999,1985RZ1,2.37332,0.2087,0.0486,Nysa,F,2
-99999,1985RE2,2.26029,0.1960,0.0478,---,-,9
-99999,1985RP2,3.08482,0.1524,0.0157,Themis,F,3
-99999,1985RU2,2.23956,0.1306,0.0380,Flora,F,1
-99999,1985RB3,2.57147,0.2790,0.0919,4945,C,0
-99999,1985RD3,2.19088,0.1051,0.0410,---,-,9
-99999,1985RL3,2.26733,0.1087,0.1142,Vesta,F,1
-99999,1985RC4,2.90086,0.0541,0.0368,Koronis,F,3
-99999,1985RJ4,3.11697,0.1804,0.0346,---,-,9
-99999,1985RR4,2.78231,0.1357,0.1599,Ceres,F,3
-99999,1985RV4,3.19224,0.1680,0.0222,Themis,F,3
-99999,1985RJ5,2.42711,0.2201,0.0346,---,-,9
-99999,1985RK5,2.31878,0.2049,0.0529,Nysa,F,1
-99999,1985SR,2.39023,0.1792,0.0442,Nysa,F,3
-99999,1985SX2,2.62113,0.0836,0.0776,---,-,9
-99999,1985SC3,2.18766,0.1307,0.1154,---,-,9
-99999,1985SJ3,2.24347,0.1412,0.1072,Flora,F,1
-99999,1985SL3,2.27292,0.1387,0.1008,Flora,F,2
-99999,1985SM3,2.15257,0.1336,0.0614,---,-,9
-99999,1985SW4,3.12310,0.1449,0.1258,---,-,9
-99999,1985TL,3.10726,0.1521,0.1030,Hygiea,F,1
-99999,1985TO,2.24699,0.0960,0.0633,Tsurugistan,C,0
-99999,1985TB1,2.83021,0.0480,0.0368,Koronis,F,3
-99999,1985TJ1,3.00602,0.0654,0.1853,Eos,F,3
-99999,1985TM1,2.47886,0.1841,0.1989,---,-,9
-99999,1985TQ1,3.16652,0.0616,0.1604,Veritas,F,3
-99999,1985TS1,2.96937,0.0354,0.1644,---,-,9
-99999,1985TW1,2.24360,0.1667,0.1388,---,-,9
-99999,1985TY1,2.64460,0.0539,0.1570,---,-,9
-99999,1985TA2,3.02515,0.0745,0.1752,Eos,F,3
-99999,1985TB3,2.19691,0.1075,0.0723,---,-,9
-99999,1985TP3,2.27629,0.1728,0.0902,---,-,9
-99999,1985TW3,2.16614,0.1177,0.0625,---,-,9
-99999,1985UC,2.57804,0.1686,0.2904,---,-,9
-99999,1985UQ,2.35423,0.1446,0.0626,Nysa,F,1
-99999,1985UG2,2.19818,0.1129,0.0378,---,-,9
-99999,1985UH3,2.43488,0.1872,0.0443,Nysa,F,2
-99999,1985UJ3,2.31769,0.1994,0.0080,---,-,9
-99999,1985UK3,2.25134,0.1154,0.0721,Flora,F,2
-99999,1985UQ4,3.22046,0.1508,0.0294,Themis,F,3
-99999,1985UW4,3.13971,0.1765,0.1008,---,-,9
-99999,1985UF5,2.41646,0.1979,0.0804,---,-,9
-99999,1985UG5,2.32080,0.1650,0.1452,---,-,9
-99999,1985VE,2.32641,0.1435,0.0833,Flora,F,1
-99999,1985VL,3.17512,0.0397,0.2568,---,-,9
-99999,1985VC1,2.66998,0.1590,0.2252,Eunomia,F,3
-99999,1985VD1,3.10577,0.1442,0.0911,Hygiea,F,3
-99999,1985VF1,2.35899,0.2097,0.0368,Nysa,F,1
-99999,1985XR,2.64264,0.0541,0.0484,Taiyuan,F,3
-99999,1985XS,2.85406,0.0633,0.0407,Koronis,F,2
-99999,1985YH,2.60319,0.1501,0.2276,Eunomia,F,3
-99999,1986AA2,2.70966,0.0653,0.0853,---,-,9
-99999,1986CG,2.79308,0.1954,0.1363,Dora,F,3
-99999,1986CP1,2.66239,0.1647,0.0635,1982qg,C,0
-99999,1986CS1,2.43434,0.1541,0.0550,Polana(nysa),F,3
-99999,1986CC2,2.37630,0.2369,0.1796,---,-,9
-99999,1986CD2,2.26163,0.1559,0.0976,Flora,F,2
-99999,1986CE2,2.20330,0.1408,0.0914,Flora,F,2
-99999,1986ET,2.33677,0.1640,0.0934,---,-,9
-99999,1986EZ,2.65448,0.1339,0.2201,Eunomia,F,3
-99999,1986EJ1,2.60885,0.1722,0.2648,---,-,9
-99999,1986EZ1,2.37700,0.1950,0.0443,Nysa,F,3
-99999,1986EE2,2.41022,0.0982,0.1766,---,-,9
-99999,1986EQ2,2.90261,0.0466,0.0352,Koronis,F,3
-99999,1986EZ4,2.32536,0.2222,0.0199,---,-,9
-99999,1986EF5,2.37676,0.0463,0.0145,---,-,9
-99999,1986EQ5,2.66704,0.1580,0.2064,Adeona,F,2
-99999,1986GC,2.36194,0.1108,0.1118,Vesta,F,3
-99999,1986GD,2.45854,0.2287,0.1189,---,-,9
-99999,1986GV,2.76138,0.1598,0.2688,---,-,9
-99999,1986GY,2.17872,0.0772,0.0453,---,-,9
-99999,1986JA,2.37430,0.1570,0.2051,---,-,9
-99999,1986JC,2.33926,0.2251,0.1215,---,-,9
-99999,1986JD,2.35368,0.1700,0.1375,---,-,9
-99999,1986JS,2.21953,0.1339,0.1011,Flora,F,2
-99999,1986JT,2.90396,0.2674,0.1425,---,-,9
-99999,1986PC1,3.12252,0.1694,0.0275,Themis,F,3
-99999,1986PD1,2.61016,0.1724,0.2706,---,-,9
-99999,1986PQ1,3.15904,0.0340,0.0235,---,-,9
-99999,1986PU1,2.40307,0.1622,0.0290,Massalia,F,3
-99999,1986PN4,3.07484,0.1897,0.2665,---,-,9
-99999,1986PS4,2.98127,0.0735,0.1724,Eos,F,3
-99999,1986PW4,3.10218,0.1507,0.0304,Themis,F,3
-99999,1986PX4,2.44280,0.1785,0.0191,---,-,9
-99999,1986PK6,2.24694,0.1712,0.0829,Flora,F,1
-99999,1986QN,2.55583,0.2017,0.0763,---,-,9
-99999,1986QQ,2.28031,0.1672,0.0754,---,-,9
-99999,1986QS,2.78357,0.1314,0.1605,Ceres,F,3
-99999,1986QT,2.22304,0.1308,0.0400,---,-,9
-99999,1986QY,2.73699,0.1362,0.0891,Merxia,F,3
-99999,1986QG1,2.32178,0.0532,0.0703,---,-,9
-99999,1986QO1,2.87349,0.1275,0.0533,---,-,9
-99999,1986QR1,2.42862,0.0844,0.0799,---,-,9
-99999,1986QS1,2.31773,0.1106,0.0891,---,-,9
-99999,1986QT1,2.42073,0.1931,0.0422,Nysa,F,3
-99999,1986QX1,2.17351,0.0714,0.0482,---,-,9
-99999,1986QJ2,3.12153,0.1394,0.0857,Hygiea,F,3
-99999,1986QO2,3.12838,0.1494,0.0147,Themis,F,3
-99999,1986QP2,3.16334,0.1619,0.0238,Themis,F,3
-99999,1986QQ2,2.33852,0.0933,0.1264,Vesta,F,1
-99999,1986QZ2,2.57166,0.1687,0.1704,---,-,9
-99999,1986QA3,2.22560,0.1046,0.0165,---,-,9
-99999,1986QB3,3.20897,0.1461,0.0300,Themis,F,3
-99999,1986QN3,2.22640,0.1067,0.0423,---,-,9
-99999,1986QR3,2.30199,0.0738,0.0757,---,-,9
-99999,1986QS3,3.00956,0.0661,0.1812,Eos,F,3
-99999,1986QX3,2.47987,0.1402,0.0481,---,-,9
-99999,1986QA4,3.04821,0.0894,0.0216,---,-,9
-99999,1986RD,2.79271,0.1998,0.1362,Dora,F,3
-99999,1986RQ,2.30992,0.1224,0.1736,---,-,9
-99999,1986RW,2.43049,0.2073,0.1516,---,-,9
-99999,1986RC1,2.67735,0.1786,0.0365,Misa,F,3
-99999,1986RK1,2.76339,0.0896,0.0762,Lydia,F,1
-99999,1986RS1,2.27204,0.1485,0.1004,Flora,F,2
-99999,1986RR2,2.27274,0.1984,0.0896,---,-,9
-99999,1986RS2,2.42206,0.1798,0.0720,---,-,9
-99999,1986RT2,2.34376,0.0361,0.0336,---,-,9
-99999,1986RV2,2.27141,0.1535,0.0831,Flora,F,1
-99999,1986RW2,2.35776,0.1264,0.0210,---,-,9
-99999,1986RX2,3.13692,0.1634,0.0416,Themis,F,2
-99999,1986RB5,2.24259,0.1240,0.0875,Flora,F,2
-99999,1986RD5,3.07000,0.0970,0.0714,---,-,9
-99999,1986RT5,2.75747,0.0831,0.0992,Nemesis,F,2
-99999,1986RY5,2.36649,0.1087,0.1130,Vesta,F,3
-99999,1986RF7,2.20335,0.1048,0.0368,---,-,9
-99999,1986RB12,3.20396,0.0796,0.2740,---,-,9
-99999,1986RH12,2.48479,0.1395,0.2464,---,-,9
-99999,1986RF13,2.91633,0.0589,0.0390,Koronis,F,3
-99999,1986SF,2.26176,0.1709,0.0742,---,-,9
-99999,1986SZ1,2.57920,0.1744,0.2293,Eunomia,F,1
-99999,1986SC2,2.45974,0.1521,0.2055,---,-,9
-99999,1986SD2,2.96066,0.0112,0.2361,---,-,9
-99999,1986TL,3.14788,0.1927,0.1734,1985ru1,C,0
-99999,1986TQ,3.08770,0.0572,0.2877,---,-,9
-99999,1986TG1,2.56542,0.0870,0.2531,Maria,F,3
-99999,1986TK1,2.24862,0.1468,0.0978,Flora,F,2
-99999,1986TN1,2.37331,0.1368,0.2212,---,-,9
-99999,1986TZ1,2.19716,0.1768,0.0759,---,-,9
-99999,1986TB3,2.27227,0.1465,0.0910,Flora,F,2
-99999,1986TR3,3.13964,0.1555,0.0237,Themis,F,3
-99999,1986TR4,2.65381,0.1409,0.0919,---,-,9
-99999,1986TB5,3.17663,0.1512,0.0244,Themis,F,3
-99999,1986TU6,3.00431,0.0798,0.1745,Eos,F,3
-99999,1986TB7,2.99313,0.0931,0.1904,Eos,F,3
-99999,1986TW9,2.57459,0.1995,0.1246,---,-,9
-99999,1986TT11,2.56673,0.1506,0.2349,Eunomia,F,3
-99999,1986TZ11,3.10552,0.1187,0.1096,Hygiea,F,1
-99999,1986TB12,2.75769,0.1380,0.0881,Merxia,F,3
-99999,1986UG,2.21069,0.1342,0.0403,---,-,9
-99999,1986UO,2.58912,0.2028,0.0454,---,-,9
-99999,1986UQ,2.11788,0.0317,0.0484,---,-,9
-99999,1986UV,2.75022,0.0397,0.0882,Lydia,F,3
-99999,1986UY,2.24196,0.1467,0.0823,Flora,F,2
-99999,1986UM1,2.75944,0.0829,0.0916,Nemesis,F,2
-99999,1986UH3,2.56958,0.1901,0.0314,---,-,9
-99999,1986VY,2.35862,0.2071,0.0798,Erigone,F,2
-99999,1986VD1,2.87369,0.0972,0.2077,---,-,9
-99999,1986VF5,3.01245,0.0810,0.1788,Eos,F,3
-99999,1986WE,2.43953,0.2261,0.0957,---,-,9
-99999,1986WZ,2.69134,0.0813,0.0668,---,-,9
-99999,1986WB1,2.23779,0.1689,0.0757,Flora,F,1
-99999,1986WC1,3.17643,0.1517,0.0321,Themis,F,3
-99999,1986WO1,2.39510,0.1936,0.0402,Nysa,F,3
-99999,1986WM5,3.09349,0.1863,0.2173,---,-,9
-99999,1986WN7,3.13272,0.1166,0.1102,Nocturna,C,0
-99999,1986WO7,3.15991,0.1471,0.0901,Hygiea,F,3
-99999,1986WP8,3.11093,0.1465,0.0296,Themis,F,3
-99999,1986WO9,2.76855,0.0462,0.0634,---,-,9
-99999,1986XH,2.61428,0.1396,0.2156,Eunomia,F,3
-99999,1986XT,2.56254,0.2436,0.0625,---,-,9
-99999,1986XF1,2.37366,0.1624,0.0621,---,-,9
-99999,1986XR5,3.06998,0.2631,0.0615,---,-,9
-99999,1987BB,2.37705,0.1961,0.0142,---,-,9
-99999,1987BC,2.91500,0.0402,0.0376,Koronis,F,3
-99999,1987BS1,2.58473,0.1466,0.2239,Eunomia,F,3
-99999,1987BB2,2.30258,0.2086,0.0490,---,-,9
-99999,1987BC2,2.27986,0.1729,0.0802,---,-,9
-99999,1987BS2,2.39424,0.1816,0.0390,Nysa,F,3
-99999,1987DY4,3.23802,0.0948,0.2692,---,-,9
-99999,1987DD6,2.30519,0.1291,0.0698,Flora,F,1
-99999,1987DF6,2.66709,0.1446,0.2310,Eunomia,F,3
-99999,1987DG6,2.67024,0.1760,0.0382,Misa,F,3
-99999,1987DH6,2.69476,0.1308,0.0430,---,-,9
-99999,1987DK6,2.16535,0.1695,0.0443,---,-,9
-99999,1987DM6,2.27630,0.1902,0.0758,---,-,9
-99999,1987DN6,2.62774,0.1844,0.0589,Misa,F,2
-99999,1987DP6,2.98045,0.1145,0.0923,---,-,9
-99999,1987DW6,3.15930,0.1724,0.0307,Themis,F,3
-99999,1987EQ,2.17085,0.1073,0.0356,---,-,9
-99999,1987EV,2.27030,0.1409,0.0794,Flora,F,2
-99999,1987HK,2.55630,0.1056,0.0332,---,-,9
-99999,1987HE1,2.20798,0.1428,0.0900,Flora,F,2
-99999,1987JG,2.31389,0.0869,0.1125,Vesta,F,3
-99999,1987KB,2.37213,0.2065,0.2050,---,-,9
-99999,1987KD1,2.57508,0.2174,0.2836,---,-,9
-99999,1987MK,2.69840,0.1490,0.2226,Eunomia,F,3
-99999,1987ML1,2.61992,0.1695,0.2571,---,-,9
-99999,1987MM1,2.77932,0.1324,0.1596,Ceres,F,3
-99999,1987PL,2.99514,0.0816,0.1748,Eos,F,3
-99999,1987QM,2.79859,0.2583,0.2795,---,-,9
-99999,1987QR,2.35493,0.1800,0.0596,---,-,9
-99999,1987QS,2.34654,0.1041,0.1204,Vesta,F,2
-99999,1987QS1,2.44717,0.1997,0.1287,---,-,9
-99999,1987QT1,2.30686,0.2125,0.1052,---,-,9
-99999,1987QW1,2.95682,0.0694,0.0312,---,-,9
-99999,1987QZ1,2.42999,0.1310,0.1079,---,-,9
-99999,1987QW2,3.18115,0.1538,0.0218,Themis,F,3
-99999,1987QF3,2.44383,0.0791,0.0836,---,-,9
-99999,1987QH3,2.28417,0.1193,0.1066,5300,C,0
-99999,1987QF7,2.74451,0.1971,0.1340,Dora,F,3
-99999,1987QS7,2.90078,0.0784,0.0345,Koronis,F,1
-99999,1987QW7,2.43751,0.1527,0.0499,Polana(nysa),F,3
-99999,1987QV10,3.00044,0.0755,0.1728,Eos,F,3
-99999,1987QY10,2.99276,0.0819,0.1805,Eos,F,3
-99999,1987QR11,2.60025,0.1530,0.1599,---,-,9
-99999,1987RG,3.09869,0.1539,0.0413,Themis,F,3
-99999,1987RJ,2.22285,0.0755,0.0375,---,-,9
-99999,1987RY,3.21847,0.1619,0.0161,Themis,F,3
-99999,1987RZ,3.21528,0.1732,0.0183,Themis,F,3
-99999,1987RA1,2.90348,0.0495,0.0364,Koronis,F,3
-99999,1987RC1,3.18989,0.1491,0.0226,Themis,F,3
-99999,1987RD1,2.67067,0.1777,0.0373,Misa,F,3
-99999,1987RE1,2.29379,0.1828,0.0906,---,-,9
-99999,1987RQ2,2.53229,0.2117,0.0396,---,-,9
-99999,1987RA3,2.57053,0.2211,0.0621,---,-,9
-99999,1987RO3,2.54011,0.1987,0.0963,---,-,9
-99999,1987RT3,2.80434,0.1288,0.1512,Ceres,F,3
-99999,1987RU3,2.26153,0.1460,0.0697,Flora,F,1
-99999,1987RV3,2.26705,0.1367,0.0771,Flora,F,2
-99999,1987RT5,2.13094,0.0881,0.0489,---,-,9
-99999,1987RB6,2.18337,0.1115,0.0444,---,-,9
-99999,1987RG6,2.87540,0.0392,0.0418,Koronis,F,3
-99999,1987SO,2.29433,0.2303,0.0999,---,-,9
-99999,1987SC1,2.58956,0.2212,0.0840,---,-,9
-99999,1987SG1,2.56853,0.2624,0.2226,---,-,9
-99999,1987SJ1,2.35899,0.1838,0.0388,Nysa,F,3
-99999,1987SL1,2.44124,0.1516,0.0475,Polana(nysa),F,3
-99999,1987SQ1,2.83501,0.0481,0.0364,Koronis,F,3
-99999,1987SR1,2.57269,0.1561,0.1984,Eunomia,F,1
-99999,1987ST1,3.12952,0.1919,0.1705,1985ru1,C,0
-99999,1987SW1,2.33445,0.1312,0.1874,---,-,9
-99999,1987SG2,2.56546,0.1860,0.1193,---,-,9
-99999,1987SH2,2.33042,0.0257,0.1678,---,-,9
-99999,1987SB3,2.24503,0.1356,0.0951,Flora,F,2
-99999,1987SE3,2.53491,0.0869,0.0643,---,-,9
-99999,1987SN3,2.30743,0.0919,0.1237,Vesta,F,3
-99999,1987SV3,2.32184,0.1116,0.1547,---,-,9
-99999,1987SC4,2.25410,0.1804,0.0988,---,-,9
-99999,1987SD4,2.38887,0.1838,0.1403,---,-,9
-99999,1987SM4,2.57824,0.1436,0.1755,---,-,9
-99999,1987SO5,3.03404,0.0347,0.1503,---,-,9
-99999,1987SC6,3.18403,0.1500,0.0226,Themis,F,3
-99999,1987SZ6,3.14402,0.1275,0.1794,---,-,9
-99999,1987SE7,2.21978,0.1365,0.0931,Flora,F,2
-99999,1987SO9,2.16214,0.1490,0.0451,---,-,9
-99999,1987SS9,3.18280,0.1614,0.0260,Themis,F,3
-99999,1987SN11,3.12893,0.1524,0.0325,Themis,F,3
-99999,1987ST11,2.36106,0.1139,0.0878,---,-,9
-99999,1987SV11,2.37563,0.2104,0.0858,Erigone,F,3
-99999,1987SM12,2.90287,0.0436,0.0355,Koronis,F,3
-99999,1987SN12,2.56605,0.1783,0.0209,---,-,9
-99999,1987SR12,2.27893,0.1255,0.0779,Flora,F,1
-99999,1987SV12,3.14250,0.1792,0.0260,Themis,F,3
-99999,1987SG13,2.22117,0.1156,0.0720,Augusta,F,1
-99999,1987SQ17,2.25768,0.1564,0.0931,Flora,F,2
-99999,1987SS17,3.15188,0.1420,0.1237,---,-,9
-99999,1987ST17,2.43032,0.1208,0.1635,---,-,9
-99999,1987SX17,2.36020,0.2073,0.0813,Erigone,F,2
-99999,1987TA,2.31319,0.2000,0.0827,---,-,9
-99999,1987UG,2.42392,0.1896,0.0421,Nysa,F,3
-99999,1987UJ,2.57978,0.0965,0.0528,---,-,9
-99999,1987UN,2.60151,0.1478,0.2325,Eunomia,F,3
-99999,1987UV1,2.41379,0.1056,0.0422,---,-,9
-99999,1987UW1,2.61931,0.1131,0.1624,---,-,9
-99999,1987UP2,2.24130,0.2512,0.0715,---,-,9
-99999,1987UQ3,2.32123,0.0779,0.0963,---,-,9
-99999,1987US4,2.37195,0.1788,0.0527,---,-,9
-99999,1987UU4,2.30622,0.1891,0.1046,---,-,9
-99999,1987UF5,2.76222,0.1267,0.0846,Merxia,F,3
-99999,1987VB,2.24231,0.1394,0.0603,Flora,F,2
-99999,1987VQ,2.38225,0.1889,0.0363,Nysa,F,3
-99999,1987VT,2.78431,0.1135,0.2959,---,-,9
-99999,1987VU,2.72203,0.1293,0.1368,---,-,9
-99999,1987VA1,2.98783,0.1251,0.2285,---,-,9
-99999,1987VB1,2.56635,0.2154,0.0922,---,-,9
-99999,1987VC1,2.58841,0.0562,0.0782,---,-,9
-99999,1987WF,2.25954,0.1310,0.1167,Flora,F,1
-99999,1987WY,2.61571,0.2043,0.2237,---,-,9
-99999,1987WO1,2.57428,0.0293,0.1297,---,-,9
-99999,1987WT1,3.19199,0.1280,0.0594,---,-,9
-99999,1987WV1,2.25536,0.1477,0.0165,---,-,9
-99999,1987WU2,2.86183,0.2344,0.1897,---,-,9
-99999,1987XC,2.55658,0.1915,0.2812,---,-,9
-99999,1987YD,2.34124,0.2026,0.1399,---,-,9
-99999,1987YH,2.78009,0.1962,0.1363,Dora,F,3
-99999,1987YK,2.58011,0.1634,0.0689,---,-,9
-99999,1987YL1,3.11592,0.1402,0.2519,---,-,9
-99999,1987YS1,2.55404,0.1420,0.2173,---,-,9
-99999,1988AG,2.80500,0.1982,0.1587,---,-,9
-99999,1988AL,2.79041,0.2112,0.1381,---,-,9
-99999,1988AF1,2.58278,0.2838,0.0460,---,-,9
-99999,1988AO1,2.62831,0.0999,0.0882,---,-,9
-99999,1988AV1,2.71980,0.2732,0.1225,---,-,9
-99999,1988AW1,2.59776,0.1041,0.2322,---,-,9
-99999,1988AX4,2.43477,0.1134,0.1065,Vesta,F,1
-99999,1988AA5,2.79327,0.2555,0.1122,---,-,9
-99999,1988AE5,3.03693,0.0513,0.1665,Eos,F,2
-99999,1988BC,2.67875,0.2545,0.2077,---,-,9
-99999,1988BK,2.87696,0.2544,0.2010,---,-,9
-99999,1988BV,2.33212,0.2046,0.0352,Nysa,F,1
-99999,1988BW,2.64020,0.1502,0.2201,Eunomia,F,3
-99999,1988BZ1,3.19632,0.1670,0.0246,Themis,F,3
-99999,1988BP3,2.69849,0.1310,0.1301,---,-,9
-99999,1988BS3,2.22868,0.1860,0.0866,---,-,9
-99999,1988BT3,2.30237,0.1314,0.0959,Flora,F,1
-99999,1988BX3,2.34860,0.0917,0.1110,Vesta,F,3
-99999,1988BY3,2.51703,0.1245,0.1167,---,-,9
-99999,1988BB4,2.32923,0.1191,0.1219,---,-,9
-99999,1988BG4,2.66393,0.1582,0.2420,Eunomia,F,1
-99999,1988BJ4,2.26221,0.0695,0.0753,---,-,9
-99999,1988BO4,3.01763,0.0805,0.1803,Eos,F,3
-99999,1988BH5,2.58104,0.1492,0.2233,Eunomia,F,3
-99999,1988BL5,2.52025,0.1143,0.2178,---,-,9
-99999,1988CA,2.76728,0.2450,0.1701,---,-,9
-99999,1988CF,2.57708,0.2698,0.0937,4945,C,0
-99999,1988CG,2.26727,0.1857,0.0907,---,-,9
-99999,1988CH,2.55747,0.2252,0.0867,---,-,9
-99999,1988CJ,2.75919,0.0761,0.0740,Liberatrix,F,3
