asteroid number,asteroid name,wavelength,reflectance,uncertainty
56,melete,2.3395,1.06080,0.01894
56,melete,2.3423,1.06287,0.01800
56,melete,2.3452,1.06504,0.01749
56,melete,2.3481,1.08625,0.02041
56,melete,2.3509,1.07107,0.01700
56,melete,2.3538,1.08512,0.01875
56,melete,2.3567,1.07173,0.01880
56,melete,2.3595,1.07635,0.01873
56,melete,2.3653,1.06400,0.01564
56,melete,2.3854,1.07899,0.01899
56,melete,2.3883,1.06664,0.02009
56,melete,2.3911,1.07088,0.02133
56,melete,2.3940,1.07974,0.02259
56,melete,2.3969,1.07522,0.02064
56,melete,2.3998,1.08700,0.01988
56,melete,2.4027,1.07503,0.02029
56,melete,2.4056,1.06674,0.02346
56,melete,2.4085,1.07418,0.01959
56,melete,2.4114,1.06796,0.02275
56,melete,2.4143,1.07277,0.01950
56,melete,2.4172,1.08615,0.02128
56,melete,2.4201,1.07861,0.02206
56,melete,2.4231,1.07173,0.02151
56,melete,2.4260,1.07267,0.02178
56,melete,2.4289,1.08238,0.02421
56,melete,2.4318,1.07352,0.02223
56,melete,2.4348,1.05571,0.02397
56,melete,2.4377,1.06589,0.02498
56,melete,2.4407,1.07682,0.02188
56,melete,2.4436,1.07475,0.02330
56,melete,2.4466,1.09341,0.02378
56,melete,2.4495,1.08248,0.02474
56,melete,2.4704,1.06890,0.04818
56,melete,2.4734,1.04892,0.03444
56,melete,2.4764,1.05967,0.02686
56,melete,2.4794,1.07673,0.02935
56,melete,2.4825,1.06721,0.02274
56,melete,2.4855,1.08512,0.02628
56,melete,2.4885,1.08012,0.02754
56,melete,2.4916,1.04722,0.02602
56,melete,2.4946,1.09341,0.03322
56,melete,2.4977,1.06919,0.02688
56,melete,2.5008,1.08087,0.02718
